TIPO_DOCUMENTO;NUMERO_DOCUMENTO;DATA_EMISSAO_NF;FORNECEDOR;CNPJ_FORNECEDOR;VALOR_BRUTO;DATA_PAGAMENTO;APROVADO_POR;STATUS;arquivo_origem;data_processamento;tem_anomalia;DATA_EMISSAO;DESCRICAO_SERVICO;BANCO_DESTINO;(DATA_PAGAMENTO == DATA_EMISSAO) ? DATA_EMISSAO : DATA_PAGAMENTO;HASH_VERIFICACAO;DATE;DATE_PAYMENT;APPROVED_BY;Fornecedor;Data_Emissao_NF;Data_Pagamento;.STATUS;DATE_PAGAMENTO; VALOR_BRUTO;NUMBER_DOCUMENTO;NUMERO.Documento;DATASET;FORNECEDOR_DATA;VALOR_BRUTO_DATA;ESTADO; STATUS;TIPO DOCUMENTO;NUMERO DOCUMENTO;DATA EMISSAO NF;CNPJ FORNECEDOR;VALOR BRUTO;DATA PAGAMENTO;APROVADO POR;DATA_EMISSAO_NF_original;DATA_PAGAMENTO_original;Tipo_documento;Número_documento;Data_emissao_nf;CNPJ_fornecedor;Valor_bruto;Data_pagamento;Aprovado_por;Status;DATA ПAGAMENTO
NOTA_FISCAL;NF-88005;26/11/2023;Limpeza & Facilities;56789012000178;8500.0;18/12/2023;Maria Silva;ESTORNADO;DOC_0499.txt;2026-04-22 01:21:35;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-72371;14/08/2023;Limpeza & Facilities;56789012000178;15000.0;30/08/2023;Carlos Mendes;PAGO;DOC_0500.txt;2026-04-22 01:21:43;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-73944;23/09/2023;TechSoft Ltda;12345678000190;15000.0;29/09/2023;Carlos Mendes;PAGO;DOC_0501.txt;2026-04-22 01:21:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52390;2024-07-23;Limpeza & Facilities;57789012000178;85000.0;2024-08-17;Maria Silva;CANCELADO;DOC_0502.txt;2026-04-22 01:21:47;True;;Manutenção Elétrica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-55157;2023-04-23;Limpeza & Facilities;56789012000178;150000.0;2023-05-18;Ana Beatriz;PENDENTE;DOC_0503.txt;2026-04-22 01:21:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-40603;19/06/2023;TechSoft Ltda;12345678000190;19500.0;05/07/2023;Carlos Mendes;PAGO;DOC_0504.txt;2026-04-22 01:21:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-47707;14/02/2025;Consultoria RH Parceiros;34567890000134;4200.0;10/03/2025;Carlos Mendes;PAGO;DOC_0505.txt;2026-04-22 01:22:05;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36712;06/11/2023;Consultoria RH Parceiros;34567890000134;35000.0;24/11/2023;Carlos Mendes;PAGO;DOC_0506.txt;2026-04-22 01:22:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-43483;15/07/2024;Limpeza & Facilities;56789012000178;6000.0;31/07/2024;Roberto Lima;PAGO;DOC_0507.txt;2026-04-22 01:22:09;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-60940;25/07/2023;TechSoft Ltda;12345678000190;10000.0;20/08/2023;Roberto Lima;PAGO;DOC_0508.txt;2026-04-22 01:22:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-51347;19/04/2023;Consultoria RH Parceiros;34567890000134;15000.0;22/04/2023;Roberto Lima;PAGO;DOC_0509.txt;2026-04-22 01:22:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-79391;2023-07-06;Limpeza & Facilities;56789012000178;1950000.0;2023-07-17;Maria Silva;PAGO;DOC_0510.txt;2026-04-22 01:22:22;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-40959;2024-02-06;Consultoria RH Parceiros;34567890000134;35000.0;2024-03-02;Ana Beatriz;PAGO;DOC_0511.txt;2026-04-22 01:22:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-54798;29/09/2024;Consultoria RH Parceiros;34567890000134;3500.0;11/10/2024;Ana Beatriz;PAGO;DOC_0512.txt;2026-04-22 01:22:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65897;17/01/2025;DataCenter Cloud SA;23456789000112;85000.0;30/01/2025;Carlos Mendes;PAGO;DOC_0513.txt;2026-04-22 01:22:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-28102;03/04/2024;Limpeza & Facilities;56789012000178;8500.0;22/04/2024;Fernanda Costa;PAGO;DOC_0514.txt;2026-04-22 01:22:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34134;15/03/2024;Limpeza & Facilities;56789012000178;6000.0;15/04/2024;Maria Silva;PAGO;DOC_0515.txt;2026-04-22 01:22:44;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34632;19/02/2025;DataCenter Cloud SA;23456789000112;15000.0;05/03/2025;Roberto Lima;PAGO;DOC_0516.txt;2026-04-22 01:22:52;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-88166;23/01/2023;DataCenter Cloud SA;23456789000112;10000.0;21/02/2023;Fernanda Costa;PAGO;DOC_0517.txt;2026-04-22 01:22:54;True;27/01/2023;CDN e Performance;;;NLC0517343461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-95140;29/12/2023;DataCenter Cloud SA;23456789000112;19500.0;06/01/2024;Fernanda Costa;ESTORNADO;DOC_0518.txt;2026-04-22 01:22:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-11967;2024-05-17;DataCenter Cloud SA;23456789000112;60000.0;2024-06-03;Carlos Mendes;CANCELADO;DOC_0519.txt;2026-04-22 01:23:04;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52584;29/01/2025;Marketing Digital Pro;45678901000156;8500.0;21/02/2025;Carlos Mendes;ESTORNADO;DOC_0520.txt;2026-04-22 01:23:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-78242;19/02/2024;DataCenter Cloud SA;23456789000112;1500000.0;15/03/2024;Roberto Lima;PAGO;DOC_0521.txt;2026-04-22 01:23:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34884;12/02/2023;Marketing Digital Pro;45678901000156;15000.0;14/03/2023;Fernanda Costa;PAGO;DOC_0522.txt;2026-04-22 01:23:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-77760;06/11/2023;Marketing Digital Pro;45678901000156;1950000.0;03/12/2023;Roberto Lima;PAGO;DOC_0523.txt;2026-04-22 01:23:19;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61520;30/03/2023;Marketing Digital Pro;45678901000156;4200.0;27/04/2023;Fernanda Costa;PAGO;DOC_0524.txt;2026-04-22 01:23:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-95010;23/01/2023;Consultoria RH Parceiros;34567890000134;8500.0;01/02/2023;Maria Silva;PENDENTE;DOC_0525.txt;2026-04-22 01:23:29;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-77065;30/03/2023;DataCenter Cloud SA;23456789000112;19500.0;08/04/2023;Maria Silva;CANCELADO;DOC_0526.txt;2026-04-22 01:23:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-28953;17/07/2024;DataCenter Cloud SA;23456789000112;6000.0;30/07/2024;Fernanda Costa;PAGO;DOC_0527.txt;2026-04-22 01:23:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-36588;07/11/2023;TechSoft Ltda;12345678000190;19.5;22/11/2023;Carlos Mendes;PAGO;DOC_0528.txt;2026-04-22 01:23:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-41179;10/01/2023;Limpeza & Facilities;56789012000178;19500.0;28/01/2023;Maria Silva;ESTORNADO;DOC_0529.txt;2026-04-22 01:23:49;False;13/01/2023;Portaria e Recepção;Caixa Ag.0023 C/C 44321-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-81741;06/04/2024;Limpeza & Facilities;56789012000178;4200.0;23/04/2024;Fernanda Costa;PAGO;DOC_0530.txt;2026-04-22 01:23:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-97424;19/02/2023;Limpeza & Facilities;56789012000178;3500.0;26/02/2023;Maria Silva;PAGO;DOC_0531.txt;2026-04-22 01:23:59;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-98092;06/12/2023;Limpeza & Facilities;56789012000178;3500.0;05/01/2024;Roberto Lima;PAGO;DOC_0532.txt;2026-04-22 01:24:01;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-58309;07/04/2024;Limpeza & Facilities;56789012000178;12000.0;05/05/2024;Maria Silva;PENDENTE;DOC_0533.txt;2026-04-22 01:24:09;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-79081;15/07/2024;TechSoft Ltda;12345678000190;19500.0;20/07/2024;Maria Silva;PENDENTE;DOC_0534.txt;2026-04-22 01:24:11;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73394;09/12/2024;Limpeza & Facilities;56789012000178;3500.0;20/12/2024;Fernanda Costa;PAGO;DOC_0535.txt;2026-04-22 01:24:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-27001;11/03/2024;Limpeza & Facilities;56789012000178;10000.0;02/04/2024;Fernanda Costa;PENDENTE;DOC_0536.txt;2026-04-22 01:24:21;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48074;16/06/2024;Limpeza & Facilities;56789012000178;1950000.0;11/06/2024;Carlos Mendes;PAGO;DOC_0537.txt;2026-04-22 01:24:24;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15962;20/01/2023;TechSoft Ltda;12345678000190;4200.0;09/02/2023;Fernanda Costa;CANCELADO;DOC_0538.txt;2026-04-22 01:24:31;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-76412;11/01/2023;Consultoria RH Parceiros;34567890000134;10000.0;02/02/2023;Maria Silva;PAGO;DOC_0539.txt;2026-04-22 01:24:33;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-33020;25/04/2023;Consultoria RH Parceiros;34567890000134;12000.0;19/05/2023;Fernanda Costa;PAGO;DOC_0540.txt;2026-04-22 01:24:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-80381;16/11/2024;Consultoria RH Parceiros;34567890000134;3500.0;05/12/2024;Roberto Lima;ESTORNADO;DOC_0541.txt;2026-04-22 01:24:43;True;19/11/2024;Treinamento Corporativo;Banco do Brasil Ag.1234 C/C 56789-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-37297;30/01/2025;Marketing Digital Pro;45678901000156;10000.0;01/02/2025;Ana Beatriz;PAGO;DOC_0542.txt;2026-04-22 01:24:46;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-84839;07/03/2023;Consultoria RH Parceiros;34567890000134;3500.0;14/03/2023;Roberto Lima;PAGO;DOC_0543.txt;2026-04-22 01:24:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;;30/08/2024;Marketing Digital Pro;45678901000156;12000.0;05/09/2024;Ana Beatriz;PAGO;DOC_0544.txt;2026-04-22 01:24:56;True;;;;;;;;;;;;;;;;NF-75149;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-36489;02/11/2023;Consultoria RH Parceiros;34567890000134;10000.0;13/11/2023;Maria Silva;PAGO;DOC_0545.txt;2026-04-22 01:25:03;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52904;25/03/2025;Marketing Digital Pro;45789010001156;60000.0;14/04/2025;Ana Beatriz;PAGO;DOC_0546.txt;2026-04-22 01:25:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-50760;30/07/2023;TechSoft Ltda;12345678000190;19500.0;23/08/2023;Fernanda Costa;PAGO;DOC_0547.txt;2026-04-22 01:25:08;True;30/07/2023;Consultoria em TI;Itaú Ag.5678 C/C 12345-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93735;08/12/2023;Limpeza & Facilities;56789012000178;4200.0;23/12/2023;Ana Beatriz;PAGO;DOC_0548.txt;2026-04-22 01:25:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30643;15/07/2023;Consultoria RH Parceiros;34567890000134;12000.0;27/07/2023;Maria Silva;PAGO;DOC_0549.txt;2026-04-22 01:25:18;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-45527;;;;0.0;;;PENDENTE;DOC_0550.txt;2026-04-22 01:25:25;True;;;Bradesco Ag.0001 C/C 99887-7;;;;;;;;;;;;;;{'DATA_EMISSAO_NF': '2024-09-25', 'DATA_EMISSAO': '2024-09-29', 'DATA_PAGAMENTO': '2024-10-17', 'APROVADO_POR': 'Fernanda Costa'};{'FORNECEDOR': 'TechSoft Ltda', 'CNPJ_FORNECEDOR': '12.345.678/0001-90'};{'VALOR_BRUTO': 4200.0};;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-13800;23/06/2023;Consultoria RH Parceiros;34567890000134;12000.0;28/06/2023;Roberto Lima;PAGO;DOC_0551.txt;2026-04-22 01:25:28;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-90781;28/01/2024;TechSoft Ltda;12345678000190;15000.0;30/01/2024;Carlos Mendes;ESTORNADO;DOC_0552.txt;2026-04-22 01:25:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-71377;17/07/2023;Consultoria RH Parceiros;34567890000134;4200.0;14/08/2023;Fernanda Costa;PAGO;DOC_0553.txt;2026-04-22 01:25:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-90863;26/11/2024;Marketing Digital Pro;45678901000156;19500.0;22/12/2024;Carlos Mendes;PAGO;DOC_0554.txt;2026-04-22 01:25:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-18567;02/07/2023;Consultoria RH Parceiros;34567890000134;12000.0;30/07/2023;Roberto Lima;PAGO;DOC_0555.txt;2026-04-22 01:25:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-76577;04/05/2024;TechSoft Ltda;12345678000190;10000.0;20/05/2024;Fernanda Costa;PAGO;DOC_0556.txt;2026-04-22 01:25:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-87402;25/11/2023;Marketing Digital Pro;45678901000156;4200.0;18/12/2023;Fernanda Costa;CANCELADO;DOC_0557.txt;2026-04-22 01:25:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-67062;12/07/2024;DataCenter Cloud SA;23456789000112;15000.0;21/07/2024;Ana Beatriz;CANCELADO;DOC_0558.txt;2026-04-22 01:26:00;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52647;22/06/2023;Consultoria RH Parceiros;34567890000134;4200.0;19/07/2023;Roberto Lima;ESTORNADO;DOC_0559.txt;2026-04-22 01:26:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52914;27/06/2023;TechSoft Ltda;12345678000190;4200.0;10/07/2023;Maria Silva;CANCELADO;DOC_0560.txt;2026-04-22 01:26:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61115;10/08/2023;TechSoft Ltda;12345678000190;3500.0;07/09/2023;Carlos Mendes;PAGO;DOC_0561.txt;2026-04-22 01:26:12;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-55123;15/07/2023;Limpeza & Facilities;56789012000178;12000.0;27/07/2023;Fernanda Costa;CANCELADO;DOC_0562.txt;2026-04-22 01:26:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-10110;15/09/2024;Limpeza & Facilities;56789012000178;6000.0;05/10/2024;Maria Silva;PAGO;DOC_0563.txt;2026-04-22 01:26:22;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-91948;2023-04-21;Limpeza & Facilities;56789012000178;350000.0;2023-05-21;Roberto Lima;CANCELADO;DOC_0564.txt;2026-04-22 01:26:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-82800;2024-01-22;Marketing Digital Pro;45678901000156;850000.0;2024-02-09;Roberto Lima;;DOC_0565.txt;2026-04-22 01:26:32;True;;Campanha Google Ads;;;;;;;;;;;;;;;;;;PAGO;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-28873;02/06/2023;Consultoria RH Parceiros;34567890000134;6000.0;17/06/2023;Maria Silva;PAGO;DOC_0566.txt;2026-04-22 01:26:35;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-69558;19/05/2023;Marketing Digital Pro;45678901000156;1500000.0;23/05/2023;Fernanda Costa;PAGO;DOC_0567.txt;2026-04-22 01:26:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-41031;28/01/2024;Marketing Digital Pro;45678901000156;60000.0;10/02/2024;Fernanda Costa;ESTORNADO;DOC_0568.txt;2026-04-22 01:26:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-58310;21/02/2024;Limpeza & Facilities;56789012000178;1200000.0;26/03/2024;Maria Silva;ESTORNADO;DOC_0569.txt;2026-04-22 01:26:47;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-42142;07/12/2024;Limpeza & Facilities;56789012000178;10000.0;11/12/2024;Fernanda Costa;PAGO;DOC_0570.txt;2026-04-22 01:26:54;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-85230;19/09/2024;TechSoft Ltda;12345678000190;3500.0;21/09/2024;Roberto Lima;ESTORNADO;DOC_0571.txt;2026-04-22 01:26:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRAO_ADITIVO;NF-83886;26/12/2023;Consultoria RH Parceiros;34567890000134;10000.0;23/01/2024;Maria Silva;PAGO;DOC_0572.txt;2026-04-22 01:26:59;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73538;15/08/2024;TechSoft Ltda;12345678000190;35000.0;21/08/2024;Fernanda Costa;PAGO;DOC_0573.txt;2026-04-22 01:27:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-11861;11/03/2025;DataCenter Cloud SA;23456789000112;6000.0;22/03/2025;Ana Beatriz;PAGO;DOC_0574.txt;2026-04-22 01:27:09;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73559;27/08/2024;TechSoft Ltda;12345678000190;19500.0;21/09/2024;Carlos Mendes;PAGO;DOC_0575.txt;2026-04-22 01:27:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-96594;17/12/2023;Limpeza & Facilities;56789012000178;6000.0;21/12/2023;Roberto Lima;PAGO;DOC_0576.txt;2026-04-22 01:27:19;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-70819;14/08/2024;DataCenter Cloud SA;23456789000112;3500.0;07/09/2024;Maria Silva;PAGO;DOC_0577.txt;2026-04-22 01:27:21;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-29025;28/04/2024;Marketing Digital Pro;45678901000156;8500.0;26/05/2024;Roberto Lima;PAGO;DOC_0578.txt;2026-04-22 01:27:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-79637;20/10/2023;Marketing Digital Pro;45678901000156;15000.0;22/11/2023;Fernanda Costa;PAGO;DOC_0579.txt;2026-04-22 01:27:31;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-43468;12/09/2024;Consultoria RH Parceiros;34567890000134;10000.0;17/10/2024;Ana Beatriz;PAGO;DOC_0580.txt;2026-04-22 01:27:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-98829;12/04/2024;Limpeza & Facilities;56789012000178;8500.0;12/05/2024;Carlos Mendes;PENDENTE;DOC_0581.txt;2026-04-22 01:27:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-78847;14/07/2024;DataCenter Cloud SA;23456789000112;3500.0;15/07/2024;Maria Silva;PAGO;DOC_0582.txt;2026-04-22 01:27:44;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-17455;2023-08-11;Marketing Digital Pro;45678901000156;100000.0;2023-09-06;Maria Silva;PAGO;DOC_0583.txt;2026-04-22 01:27:51;False;;Campanha Google Ads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-34151;26/12/2024;DataCenter Cloud SA;23456789000112;6000.0;30/12/2024;Fernanda Costa;PAGO;DOC_0584.txt;2026-04-22 01:27:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-31229;07/11/2024;Consultoria RH Parceiros;34567890000134;19500.0;07/12/2024;Roberto Lima;PAGO;DOC_0585.txt;2026-04-22 01:27:56;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-33321;03/03/2025;TechSoft Ltda;12345678000190;15000.0;08/03/2025;Maria Silva;PAGO;DOC_0586.txt;2026-04-22 01:28:03;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-38624;22/07/2023;TechSoft Ltda;12345678000190;6000.0;14/08/2023;Maria Silva;CANCELADO;DOC_0587.txt;2026-04-22 01:28:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-68442;02/01/2025;TechSoft Ltda;12345678000190;3500.0;11/01/2025;Maria Silva;PAGO;DOC_0588.txt;2026-04-22 01:28:13;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61292;30/10/2024;Marketing Digital Pro;45678901000156;3500.0;20/11/2024;Ana Beatriz;PENDENTE;DOC_0589.txt;2026-04-22 01:28:15;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-73185;01/05/2024;TechSoft Ltda;12345678000190;4200.0;18/05/2024;Carlos Mendes;CANCELADO;DOC_0590.txt;2026-04-22 01:28:18;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-20545;06/12/2023;Limpeza & Facilities;56789012000178;15000.0;30/12/2023;Maria Silva;PENDENTE;DOC_0591.txt;2026-04-22 01:28:25;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-23994;24/10/2024;Marketing Digital Pro;45678901000156;3500.0;01/11/2024;Carlos Mendes;CANCELADO;DOC_0592.txt;2026-04-22 01:28:28;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-13324;23/03/2023;Consultoria RH Parceiros;34567890000134;19500.0;26/04/2023;Carlos Mendes;PAGO;DOC_0593.txt;2026-04-22 01:28:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-14855;15/05/2024;Limpeza & Facilities;57789012000178;10000.0;28/05/2024;Fernanda Costa;PAGO;DOC_0594.txt;2026-04-22 01:28:37;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-98877;17/03/2025;TechSoft Ltda;12345678000190;15000.0;10/04/2025;Carlos Mendes;ESTORNADO;DOC_0595.txt;2026-04-22 01:28:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-41808;10/03/2023;DataCenter Cloud SA;23456789000112;6000.0;17/03/2023;Maria Silva;PAGO;DOC_0596.txt;2026-04-22 01:28:47;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-87469;26/06/2023;DataCenter Cloud SA;23456789000112;10000.0;17/07/2023;Roberto Lima;PAGO;DOC_0597.txt;2026-04-22 01:28:50;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-98918;20/05/2024;TechSoft Ltda;12345678000190;8500.0;13/06/2024;Carlos Mendes;PENDENTE;DOC_0598.txt;2026-04-22 01:28:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
